x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89646.147392904,43138.536365735,0.0,0.0,0.0,0.377490027568346,0.926013649514114,8.33333333333333
89646.552479930,43138.979090873,0.0,0.0,0.0,0.428890692006028,0.903356393850506,8.33333333333333
89646.903596063,43139.465668630,0.0,0.0,0.0,0.481704876109637,0.876333505197764,8.33333333333333
89647.195351364,43139.990031869,0.0,0.0,0.0,0.531081304077376,0.847320865115142,8.33333333333333
89647.427372695,43140.543473632,0.0,0.0,0.0,0.575511120174327,0.817793953606709,8.33333333333333
89647.601664713,43141.117757344,0.0,0.0,0.0,0.614822349728162,0.788665631478095,8.33333333333333
89647.721620692,43141.705844806,0.0,0.0,0.0,0.649338297113793,0.760499688298003,8.33333333333333
89647.791203644,43142.302030912,0.0,0.0,0.0,0.679639824440297,0.733545982904114,8.33333333333333
89647.814375957,43142.901836967,0.0,0.0,0.0,0.706392399891556,0.707820441478944,8.33333333333333
89647.794754014,43143.501792862,0.0,0.0,0.0,0.730247428546098,0.683182766982461,8.33333333333333
89647.735430489,43144.099146920,0.0,0.0,0.0,0.751797355857668,0.65939421875341,8.33333333333333
89647.638902131,43144.691638348,0.0,0.0,0.0,0.771566324216113,0.63614888771076,8.33333333333333
89647.507057440,43145.277288514,0.0,0.0,0.0,0.789967200052686,0.613149103270093,8.33333333333333
89647.341815704,43145.854412005,0.0,0.0,0.0,0.806714651360024,0.590941174129096,8.33333333333333
89647.145896152,43146.421867687,0.0,0.0,0.0,0.821655043578979,0.569985078191724,8.33333333333333
89646.922267140,43146.978998615,0.0,0.0,0.0,0.834825384744308,0.550514829034167,8.33333333333333
89646.673950668,43147.525584190,0.0,0.0,0.0,0.84631217630536,0.532687244297519,8.33333333333333
89646.403912713,43148.061781513,0.0,0.0,0.0,0.856230121821066,0.516594597809813,8.33333333333333
89646.114994081,43148.588055474,0.0,0.0,0.0,0.86470450598587,0.50228091475561,8.33333333333333
89645.809874982,43149.105113723,0.0,0.0,0.0,0.871858182854231,0.489758419008921,8.33333333333333
89645.491066059,43149.613851991,0.0,0.0,0.0,0.877802714974788,0.479022330985614,8.33333333333333
89645.160919108,43150.115311483,0.0,0.0,0.0,0.882632658230692,0.470063390006733,8.33333333333333
89644.821650231,43150.610649919,0.0,0.0,0.0,0.886427188988222,0.462868057466097,8.33333333333333
89644.474998244,43151.100852530,0.0,0.0,0.0,0.889696874955958,0.456551717435826,8.33333333333333
89644.121595898,43151.586210352,0.0,0.0,0.0,0.892746059979406,0.450560176215394,8.33333333333333
89643.761896874,43152.066919827,0.0,0.0,0.0,0.895571049174442,0.444918527239076,8.33333333333333
89643.396365184,43152.543210650,0.0,0.0,0.0,0.89816957207096,0.439649200847527,8.33333333333333
89643.025473672,43153.015341087,0.0,0.0,0.0,0.900540637577469,0.434771848296972,8.33333333333333
89642.649700834,43153.483595622,0.0,0.0,0.0,0.902684390504447,0.430303254855938,8.33333333333333
89642.269526237,43153.948284331,0.0,0.0,0.0,0.904601966796465,0.426257295149265,8.33333333333333
